"Deeplink";"Produkt-Titel";"Produktbeschreibung";"Produktbeschreibung lang";"Preis (Brutto)";"Preis (Netto)";"Währung";"europäische Artikelnummer EAN";"Anbieter Artikelnummer AAN";"Hersteller";"Hersteller Artikelnummer HAN";"Produktbild-URL";"Vorschaubild-URL";"Produktkategorie";"Versandkosten Allgemein";"Versandkosten Vorkasse";"Versandkosten Nachnahme";"Versandkosten Kreditkarte";"Versandkosten Lastschrift";"Versandkosten Rechnung";"Versandkosten PayPal";"Versandkosten Sofortüberweisung";"Lieferzeit/Verfügbarkeit";"base_price";"unit_pricing_base_measure";"unit_pricing_measure";"ext_Nettopreis";"ext_Hersteller";"ext_Herstellerartikelnummer HAN";"ext_Produktkategorie ID"
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fhandyakkus-smartphone-akkus%2Fhtc%2Foriginalakku-fuer-htc-one-s-bj40100-35h00185-01-35h00185-02%3FsPartner%3Dadcell";"Originalakku für HTC One S BJ40100 35H00185-01 35H00185-02";"Original Akku für HTC One S Ville Z560E Ville C 35H00185-01M 35H00185-02M BJ401000 Li-Ion  3,7V  1650mAh";"Original Akku für HTC One S Ville Z560E Ville C 35H00185-01M 35H00185-02M BJ401000 Li-Ion  3,7V  1650mAh";"17,90";"";"Euro";"4260316369635";"32269";"";"";"https://akkuwelt.de/media/image/6e/cf/85/158bd70dc3e186e2768d7e3ec7b1a631_1280x1280.jpg";"https://akkuwelt.de/media/image/6e/cf/85/158bd70dc3e186e2768d7e3ec7b1a631_1280x1280.jpg";"Akkus>Handyakkus / Smartphone-Akkus>HTC";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fhandyakkus-smartphone-akkus%2Fnokia%2Foriginalakku-nokia-lumia-701-bp-5h%3FsPartner%3Dadcell";"Originalakku Nokia Lumia 701 BP-5H";"Originalakku Nokia Lumia 701 baugl. org. Hersteller-Bez.: BP-5H Li-Polymer  3,7V  1300mAh";"Originalakku Nokia Lumia 701 baugl. org. Hersteller-Bez.: BP-5H Li-Polymer  3,7V  1300mAh";"19,90";"";"Euro";"4038338195903";"33901";"";"";"https://akkuwelt.de/media/image/63/6c/82/2_4747_lrg_1280x1280.jpg";"https://akkuwelt.de/media/image/63/6c/82/2_4747_lrg_1280x1280.jpg";"Akkus>Handyakkus / Smartphone-Akkus>NOKIA";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fhandyakkus-smartphone-akkus%2Fnokia%2Foriginalakku-nokia-lumia-900-bp-6ew%3FsPartner%3Dadcell";"Originalakku Nokia Lumia 900 BP-6EW";"Originalakku Nokia Lumia 900 baugl. org. Hersteller-Bez.: BP-6EW Li-Polymer  3,7V  1830mAh";"Originalakku Nokia Lumia 900 baugl. org. Hersteller-Bez.: BP-6EW Li-Polymer  3,7V  1830mAh";"19,90";"";"Euro";"4038338195903";"35863";"";"";"https://akkuwelt.de/media/image/33/98/05/2_4746_lrg_1280x1280.jpg";"https://akkuwelt.de/media/image/33/98/05/2_4746_lrg_1280x1280.jpg";"Akkus>Handyakkus / Smartphone-Akkus>NOKIA";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fhandyakkus-smartphone-akkus%2Fsamsung%2Foriginalakku-fuer-samsung-galaxy-grand-i9082-duos-eb535163lu%3FsPartner%3Dadcell";"Originalakku für Samsung Galaxy Grand I9082 Duos EB535163LU";"Originalakku für Samsung Galaxy Grand Samsung Duos I9082 baugl. org. Hersteller-Bez.: EB535163LU Li-Ion  3,8V  2100mAh";"Originalakku für Samsung Galaxy Grand Samsung Duos I9082 baugl. org. Hersteller-Bez.: EB535163LU Li-Ion  3,8V  2100mAh";"19,90";"";"Euro";"4038338177992";"36253";"";"";"https://akkuwelt.de/media/image/e5/49/98/13167ee238c90819f61e2f81aee9d71d_1280x1280.jpg";"https://akkuwelt.de/media/image/e5/49/98/13167ee238c90819f61e2f81aee9d71d_1280x1280.jpg";"Akkus>Handyakkus / Smartphone-Akkus>SAMSUNG";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fhandyakkus-smartphone-akkus%2Fmedion-lg%2Foriginal-akku-lg-optimus-3d-max-bl-48ln%3FsPartner%3Dadcell";"Original Akku LG Optimus 3D Max BL-48LN";"Original Akku für LG Optimus 3D Max baugl. org. Hersteller-Bez.: BL-48LN Li-Ion  3,7V  1500mAh";"Original Akku für LG Optimus 3D Max baugl. org. Hersteller-Bez.: BL-48LN Li-Ion  3,7V  1500mAh";"19,90";"";"Euro";"2200071";"36257";"";"";"https://akkuwelt.de/media/image/0f/ac/5e/2_4809_lrg_1280x1280.jpg";"https://akkuwelt.de/media/image/0f/ac/5e/2_4809_lrg_1280x1280.jpg";"Akkus>Handyakkus / Smartphone-Akkus>MEDION / LG";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fhandyakkus-smartphone-akkus%2Fsamsung%2Foriginalakku-fuer-samsung-galaxy-s3-mini-eb-f1m7flu-gt-i8190-gt-s7582-eb-425161lu%3FsPartner%3Dadcell";"Originalakku für Samsung Galaxy S3 Mini EB-F1M7FLU GT-I8190 GT-S7582 EB-425161LU";"Originalakku für Samsung Galaxy S3 Mini GT-I8190 GT-S7582 baugl. org. Hersteller-Bez.: EB-F1M7FLU EB-425161LU EB-L1M7FLU Li-Ion 3,8V  1500mAh";"Originalakku für Samsung Galaxy S3 Mini GT-I8190 GT-S7582 baugl. org. Hersteller-Bez.: EB-F1M7FLU EB-425161LU EB-L1M7FLU Li-Ion 3,8V  1500mAh";"22,90";"";"Euro";"8806085499263";"49898";"";"";"https://akkuwelt.de/media/image/3a/64/80/2_4499_lrg_1280x1280.jpg";"https://akkuwelt.de/media/image/3a/64/80/2_4499_lrg_1280x1280.jpg";"Akkus>Handyakkus / Smartphone-Akkus>SAMSUNG";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fhandyakkus-smartphone-akkus%2Fmedion-lg%2Foriginalakku-lg-optimus-7-e900-lgip-690f-sbpl0101901%3FsPartner%3Dadcell";"Originalakku LG Optimus 7 E900 LGIP-690F SBPL0101901";"Originalakku LG Optimus 7 E900 LGIP-690F SBPL0101901 Li-Ion  3,7V  1500mAh";"Originalakku LG Optimus 7 E900 LGIP-690F SBPL0101901 Li-Ion  3,7V  1500mAh";"18,90";"";"Euro";"2811932013023";"40231";"";"";"https://akkuwelt.de/media/image/56/5a/72/d083f6698838f77d269166c51c0dcc87_1280x1280.jpg";"https://akkuwelt.de/media/image/56/5a/72/d083f6698838f77d269166c51c0dcc87_1280x1280.jpg";"Akkus>Handyakkus / Smartphone-Akkus>MEDION / LG";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fhandyakkus-smartphone-akkus%2Fhuawei%2Foriginalakku-huawei-g6608-g6600-g6603-hb4h1%3FsPartner%3Dadcell";"Originalakku Huawei G6608, G6600, G6603 HB4H1";"Originalakku für Huawei G6608, G6600, G6603 org. Hersteller-Bez.: HB4H1 Li-Ion  3,7V  1000mAh";"Originalakku für Huawei G6608, G6600, G6603 org. Hersteller-Bez.: HB4H1 Li-Ion  3,7V  1000mAh";"18,90";"";"Euro";"500388";"40683";"";"";"https://akkuwelt.de/media/image/7f/56/b5/40683_1280x1280.jpg";"https://akkuwelt.de/media/image/7f/56/b5/40683_1280x1280.jpg";"Akkus>Handyakkus / Smartphone-Akkus>HUAWEI";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fhandyakkus-smartphone-akkus%2Fsonstige%2Foriginalakku-fuer-huawei-hb4m1-ascend-p1-u9200-spark-s8600-u8600-hb4m1%3FsPartner%3Dadcell";"Originalakku für Huawei HB4M1 Ascend P1 U9200 Spark S8600 u8600 HB4M1";"Originalakku für Huawei HB4M1 Ascend P1  Spark U9200 S8600 u8600   Li-Ion  3,7V  2000mAh";"Originalakku für Huawei HB4M1 Ascend P1  Spark U9200 S8600 u8600   Li-Ion  3,7V  2000mAh";"19,90";"";"Euro";"4038338135909";"40689";"";"";"https://akkuwelt.de/media/image/f0/57/9b/f523b328fff4f25488205c47cc1b510a_1280x1280.jpg";"https://akkuwelt.de/media/image/f0/57/9b/f523b328fff4f25488205c47cc1b510a_1280x1280.jpg";"Akkus>Handyakkus / Smartphone-Akkus>SONSTIGE";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fzubehoer%2Fnetzteile-kabel%2Fhandynetzteil%2Fkfz-ladekabel-12v-24v-fuer-apple-ipad%3FsPartner%3Dadcell";"KFZ-Ladekabel 12V + 24V für Apple iPad";"KFZ-Ladekabel für Apple iPad 12V + 24V kompatibles Kabel - kein Originalkabel";"KFZ-Ladekabel für Apple iPad 12V + 24V kompatibles Kabel - kein Originalkabel";"6,90";"";"Euro";"4040849424007";"42400";"";"";"https://akkuwelt.de/media/image/1e/03/c1/2_4205_lrg_1280x1280.jpg";"https://akkuwelt.de/media/image/1e/03/c1/2_4205_lrg_1280x1280.jpg";"Zubehör>Netzteile /Kabel>HANDYNETZTEIL";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fdetail%2Findex%2FsArticle%2F4576%3FsPartner%3Dadcell";"Ersatzakku für Apple iPhone 5S 616-0722";"  Ersatzakku für Apple IPhone 5 S 616-0722 Li-Polymer 3.8V 1560mAh   kompatibler Akku - kein Originalakku      ";"  Ersatzakku für Apple IPhone 5 S 616-0722 Li-Polymer 3.8V 1560mAh   kompatibler Akku - kein Originalakku      ";"18,90";"";"Euro";"4038338900195";"44155-04900";"";"";"https://akkuwelt.de/media/image/df/cc/9c/470e5f7ede68185daec22022b2c931d0_1280x1280.jpg";"https://akkuwelt.de/media/image/df/cc/9c/470e5f7ede68185daec22022b2c931d0_1280x1280.jpg";"Akkus>Handyakkus / Smartphone-Akkus>APPLE";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"10 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fhandyakkus-smartphone-akkus%2Fmedion-lg%2Foriginal-akku-lg-g2-mini-d620-d620r-lg-f70-lg-d315-bl-59uh%3FsPartner%3Dadcell";"Original Akku LG G2 Mini D620 D620R LG F70 LG D315 BL-59UH";"Original Akku für LG G2 Mini D620 D620R LG F70 LG D315 baugl. org. Hersteller-Bez.: BL-59UH Li-Ion  3,8V  2440mAh";"Original Akku für LG G2 Mini D620 D620R LG F70 LG D315 baugl. org. Hersteller-Bez.: BL-59UH Li-Ion  3,8V  2440mAh";"19,90";"";"Euro";"2200170";"49762";"";"";"https://akkuwelt.de/media/image/37/18/f4/f6bb6f4e9520143a858653ef35b92c18_1280x1280.jpg";"https://akkuwelt.de/media/image/37/18/f4/f6bb6f4e9520143a858653ef35b92c18_1280x1280.jpg";"Akkus>Handyakkus / Smartphone-Akkus>MEDION / LG";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Ftelefonakkus%2Falcatel%2Fersatzakku-fuer-alcatel-altiset-s-ericsson-dt200-dt230-dt260-dt290-dt292-dt2%3FsPartner%3Dadcell";"Ersatzakku für Alcatel Altiset S Ericsson DT200 DT230 DT260 DT290 DT292 DT2";"Ersatzakku für Ericsson DT 200 DT 230 DT 260 DT 290 DT 292 Altiset Comfort Easy S   L/B/H: 46,00 / 31,00 / 11,00 mm   Ni-MH  3,6V  600mAh kompatibler Akku - kein ...";"Ersatzakku für Ericsson DT 200 DT 230 DT 260 DT 290 DT 292 Altiset Comfort Easy S   L/B/H: 46,00 / 31,00 / 11,00 mm   Ni-MH  3,6V  600mAh kompatibler Akku - kein Originalakku";"9,90";"";"Euro";"4038338006735";"100586";"";"";"https://akkuwelt.de/media/image/0f/43/1c/2_1022_lrg_1280x1280.jpg";"https://akkuwelt.de/media/image/0f/43/1c/2_1022_lrg_1280x1280.jpg";"Akkus>Telefonakkus>ALCATEL";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fkopfhoererakkus%2Fersatzakku-fuer-ba150-ba151-sennheiser-kopfhoerer-rs4-rs60-rs-4-6%3FsPartner%3Dadcell";"Ersatzakku für BA150 BA151 Sennheiser Kopfhörer RS4 RS60 RS 4 6";"Ersatzakku für Sennheiser Kopfhörer RS4 RS60 RS 4 6 8 baugl. Org. Hersteller-Bez.: BA150 BA151 Ni-MH   2,4V   60mAh kompatibler Akku, kein Originalakku";"Ersatzakku für Sennheiser Kopfhörer RS4 RS60 RS 4 6 8 baugl. Org. Hersteller-Bez.: BA150 BA151 Ni-MH   2,4V   60mAh kompatibler Akku, kein Originalakku";"7,90";"";"Euro";"";"100902x1-124400";"";"";"https://akkuwelt.de/media/image/a6/49/e8/1030b-a_1280x1280.jpg";"https://akkuwelt.de/media/image/a6/49/e8/1030b-a_1280x1280.jpg";"Akkus>Kopfhörerakkus";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fkopfhoererakkus%2Fersatzakku-fuer-ba150-ba151-sennheiser-kopfhoerer-rr2400-rr2500-rs4-rs6-rs-rs40-rs45a200%3FsPartner%3Dadcell";"Ersatzakku für BA150 BA151 Sennheiser Kopfhörer RR2400 RR2500 RS4 RS6 RS RS40...";"Ersatzakku für Sennheiser Kopfhörer RR820  RR2400 RR2500  RS4  RS6  RS30  RS40  RS45A200 baugl. Org. Hersteller-Bez.: BA150 BA151 Ni-MH   2,4V   60mAh k...";"Ersatzakku für Sennheiser Kopfhörer RR820  RR2400 RR2500  RS4  RS6  RS30  RS40  RS45A200 baugl. Org. Hersteller-Bez.: BA150 BA151 Ni-MH   2,4V   60mAh kompatibler Akku, kein Originalakku";"7,90";"";"Euro";"4038338006827";"100902x2-124400";"";"";"https://akkuwelt.de/media/image/fb/dc/4f/1030b-a56a628efe8daf_1280x1280.jpg";"https://akkuwelt.de/media/image/fb/dc/4f/1030b-a56a628efe8daf_1280x1280.jpg";"Akkus>Kopfhörerakkus";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fkopfhoererakkus%2Fersatzakku-fuer-ba90-kopfhoerer-sennheiser%3FsPartner%3Dadcell";"Ersatzakku für BA90 Kopfhörer Sennheiser";"Ersatzakku für Sennheiser Kopfhörer BA90 Audioport A1 HDE 1030 HDI 91-P1 HDI 450 HDI 490 HDI 550 IR 180 IS 200 IS 450 IS 490 SET 90 ID60 Ni-MH  2,4V  60mAh kompatibler Akku, kein Original...";"Ersatzakku für Sennheiser Kopfhörer BA90 Audioport A1 HDE 1030 HDI 91-P1 HDI 450 HDI 490 HDI 550 IR 180 IS 200 IS 450 IS 490 SET 90 ID60 Ni-MH  2,4V  60mAh kompatibler Akku, kein Originalakku";"10,90";"";"Euro";"4038338006865";"100903";"";"";"https://akkuwelt.de/media/image/8a/ca/39/1015b-a_1280x1280.jpg";"https://akkuwelt.de/media/image/8a/ca/39/1015b-a_1280x1280.jpg";"Akkus>Kopfhörerakkus";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fbatterien%2Fknopfzellen%2Fcr2354-lithium-3v%3FsPartner%3Dadcell";"CR2354 Lithium 3V";"CR2354 Höhe/ Ø: 5,40 / 23,0 mm Lithium  3,0V  560mAh";"CR2354 Höhe/ Ø: 5,40 / 23,0 mm Lithium  3,0V  560mAh";"4,00";"";"Euro";"4019518012654";"101633x135363";"";"";"https://akkuwelt.de/media/image/c9/ea/6a/886b-a_1280x1280.jpg";"https://akkuwelt.de/media/image/c9/ea/6a/886b-a_1280x1280.jpg";"Batterien>Knopfzellen";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fbatterien%2Fspezial-batterien%2Fultralife-batterie-9v-9-v-6am6-e-block-u9vl-fuer-rauchmelder-1200-pruefgeraet-ableitstrommessung-seculi%3FsPartner%3Dadcell";"Ultralife Batterie 9V 9 V 6AM6 E-Block U9VL für Rauchmelder 1200 Prüfgerät Ab...";"Ultralife U9VL Batterie für RWA-Anlagen Prüfgerät Ableitstrommessung SECULIFE UL M695X 9V-Block E-Block 6AM6 Lithium  9V  1200mAh Höchste Kapazitäten und beste Performance.";"Ultralife U9VL Batterie für RWA-Anlagen Prüfgerät Ableitstrommessung SECULIFE UL M695X 9V-Block E-Block 6AM6 Lithium  9V  1200mAh Höchste Kapazitäten und beste Performance.";"7,90";"";"Euro";"5000394203686";"102188";"";"";"https://akkuwelt.de/media/image/49/68/46/2_871_lrg_1280x1280.jpg";"https://akkuwelt.de/media/image/49/68/46/2_871_lrg_1280x1280.jpg";"Batterien>Spezial-Batterien";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fbleiakkus%2F12-volt%2Fbleigel-akku-fuer-fiamm-fg21803%3FsPartner%3Dadcell";"Bleigel-Akku für Fiamm FG21803";"Fiamm Blei Gel Akku AGM-Technik FG21803   Anschluss: Schraubanschluss M5 L/B/H: 181 / 76 / 167 mm Gewicht: 6200 gr Volt: 12  mAh: 18000  System: PB";"Fiamm Blei Gel Akku AGM-Technik FG21803   Anschluss: Schraubanschluss M5 L/B/H: 181 / 76 / 167 mm Gewicht: 6200 gr Volt: 12  mAh: 18000  System: PB";"56,90";"";"Euro";"5000394050389";"102458";"";"";"https://akkuwelt.de/media/image/dd/20/21/102458_1280x1280.jpg";"https://akkuwelt.de/media/image/dd/20/21/102458_1280x1280.jpg";"Akkus>Bleiakkus>12 Volt";"7,95";"7,95";"7,95";"7,95";"7,95";"7,95";"7,95";"7,95";"7 - 14 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fbleiakkus%2F12-volt%2Fbleigel-akku-fuer-fiamm-fg22703-vds-g196022%3FsPartner%3Dadcell";"Bleigel-Akku für Fiamm FG22703 VdS G196022";"Fiamm Blei Gel Akku AGM-Technik FG26507 VdS G104048   Anschluss: versenkter Schraubanschluss M6 Innen L/B/H: 272 / 166 / 195 mm Gewicht: 22600 gr Volt: 12  mAh: 27000  System: PB";"Fiamm Blei Gel Akku AGM-Technik FG26507 VdS G104048   Anschluss: versenkter Schraubanschluss M6 Innen L/B/H: 272 / 166 / 195 mm Gewicht: 22600 gr Volt: 12  mAh: 27000  System: PB";"84,90";"";"Euro";"5000394050389";"102461";"";"";"https://akkuwelt.de/media/image/11/b0/e0/3557b12059fbb23eb05c36c758a73642_1280x1280.jpg";"https://akkuwelt.de/media/image/11/b0/e0/3557b12059fbb23eb05c36c758a73642_1280x1280.jpg";"Akkus>Bleiakkus>12 Volt";"7,95";"7,95";"7,95";"7,95";"7,95";"7,95";"7,95";"7,95";"7 - 14 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fbleiakkus%2F12-volt%2Fbleigel-akku-fuer-fiamm-fg26505-vds%3FsPartner%3Dadcell";"Bleigel-Akku für Fiamm FG26505 VdS";"Fiamm Blei Gel Akku AGM-Technik FG26505 VdS Anschluss: Schraubanschluss M5 L/B/H: 272 / 166 / 195 mm Gewicht: 23500 gr Volt: 12  mAh: 65000  System: PB    ";"Fiamm Blei Gel Akku AGM-Technik FG26505 VdS Anschluss: Schraubanschluss M5 L/B/H: 272 / 166 / 195 mm Gewicht: 23500 gr Volt: 12  mAh: 65000  System: PB    ";"214,90";"";"Euro";"5000394050389";"102462";"";"";"https://akkuwelt.de/media/image/51/d1/43/f706fe155f122495122708a2bec64247_1280x1280.jpg";"https://akkuwelt.de/media/image/51/d1/43/f706fe155f122495122708a2bec64247_1280x1280.jpg";"Akkus>Bleiakkus>12 Volt";"8,95";"8,95";"8,95";"8,95";"8,95";"8,95";"8,95";"8,95";"7 - 14 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fbleiakkus%2F6-volt%2Fbleigel-akku-fuer-fiamm-fg10121%3FsPartner%3Dadcell";"Bleigel-Akku für Fiamm FG10121";"Fiamm Blei Gel Akku AGM-Technik FG10121 Anschluss: Faston 4,8mm L/B/H: 97 / 25 / 55 mm Gewicht: 300 gr   Volt: 6  mAh: 1200  System: PB";"Fiamm Blei Gel Akku AGM-Technik FG10121 Anschluss: Faston 4,8mm L/B/H: 97 / 25 / 55 mm Gewicht: 300 gr   Volt: 6  mAh: 1200  System: PB";"11,90";"";"Euro";"5000394050389";"102465";"";"";"https://akkuwelt.de/media/image/fd/05/ce/56b9710308e49a8d68026fb6106c6a0f_1280x1280.jpg";"https://akkuwelt.de/media/image/fd/05/ce/56b9710308e49a8d68026fb6106c6a0f_1280x1280.jpg";"Akkus>Bleiakkus>6 Volt";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"7 - 14 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fkameraakkus%2Fcanon%2Fersatz-akku-fuer-canon-bp-941-eos-ix-xm1-xm2-bp-911%3FsPartner%3Dadcell";"Ersatz Akku für Canon BP-941 EOS IX XM1 XM2 BP-911";"Ersatzakku für Canon BP-941 BP-945, EOS IX XM1 XM2 baugl.: BP-911 BP-915 BP-930 BP-940 BP-950 BP-960 BP-970 Abmessungen: 70 x 38 x 61mm   Li-Ion 7,2V 6600mAh kompatibler Akku - kein Originalakku";"Ersatzakku für Canon BP-941 BP-945, EOS IX XM1 XM2 baugl.: BP-911 BP-915 BP-930 BP-940 BP-950 BP-960 BP-970 Abmessungen: 70 x 38 x 61mm   Li-Ion 7,2V 6600mAh kompatibler Akku - kein Originalakku";"36,90";"";"Euro";"4038338010251";"102518";"";"";"https://akkuwelt.de/media/image/ed/1c/09/425b-a_1280x1280.jpg";"https://akkuwelt.de/media/image/ed/1c/09/425b-a_1280x1280.jpg";"Akkus>Kameraakkus>CANON";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fkameraakkus%2Fmedion%2Fersatzakku-fuer-medion-bp-l1000-bp-l-1000-panasonic-cgr-d120-b20%3FsPartner%3Dadcell";"Ersatzakku für Medion BP L1000 BP L 1000 Panasonic CGR-D120 B20";"Ersatzakku für Medion BP L1000 bauähnlich: Panasonic CGR-D120 B20125/V282 Li-Ion   7,2 V   1100mAh   kompatibler Akku - kein Originalakku";"Ersatzakku für Medion BP L1000 bauähnlich: Panasonic CGR-D120 B20125/V282 Li-Ion   7,2 V   1100mAh   kompatibler Akku - kein Originalakku";"19,90";"";"Euro";"4013674102535";"102535x1";"";"";"https://akkuwelt.de/media/image/b5/f5/f4/41b-b_1280x1280.jpg";"https://akkuwelt.de/media/image/b5/f5/f4/41b-b_1280x1280.jpg";"Akkus>Kameraakkus>MEDION";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"10 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fkameraakkus%2Fpanasonic%2Fersatzakku-fuer-panasonic-cgr-d120-cgr-d08-vsb0419%3FsPartner%3Dadcell";"Ersatzakku für Panasonic CGR-D120 CGR-D08 VSB0419";"Ersatzakku für Panasonic CR-D120, CGR-D08 NV-GS 1, NV-GS 3 NV-GS 4, NV-GS 5, 5K, 11 NV-C 2, C 3, C 5 NV-MG 3, NV-DB 1, NV-GX 7 GRUNDIG DLC 10, 20, 900, 1000, 1500 HITACHI AG DVC...";"Ersatzakku für Panasonic CR-D120, CGR-D08 NV-GS 1, NV-GS 3 NV-GS 4, NV-GS 5, 5K, 11 NV-C 2, C 3, C 5 NV-MG 3, NV-DB 1, NV-GX 7 GRUNDIG DLC 10, 20, 900, 1000, 1500 HITACHI AG DVC15 MEDION BP L1000 METZ CD 34 Li-Ion   7,2 V   1100mAh k ompatibler Akku - kein Originalakku";"19,90";"";"Euro";"4013674102535";"102535x2";"";"";"https://akkuwelt.de/media/image/46/a3/3f/41b-b56a62a50513b5_1280x1280.jpg";"https://akkuwelt.de/media/image/46/a3/3f/41b-b56a62a50513b5_1280x1280.jpg";"Akkus>Kameraakkus>PANASONIC";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"10 Tage";"";"";"";"";"Div.";"";""
